Plant group,Genus,Species,Ploidy level,1C (pg),Original Reference,Paper
Algae,Porphyra,purpurea,,0.3,"Le Gall et al., 1993 (Ref. 29)",2005
Angiosperm,Cochlearia,aucheri,,0.3,"Peer et al., 2003 (Ref. 522)",2011
Angiosperm,Crucihimalaya,wallichii,2,0.3,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Rubus,occidentalis,2,0.3,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Crinodendron,patagua,,0.3,"Hanson et al., 2005 (Ref. 612)",2011
Angiosperm,Pitcairnia,feliciana,2,0.3,"Ebert & Till, 1997 (Ref. 575)",2011
Angiosperm,Prunus,hortulana,2,0.3,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Prunus,kansuensis,2,0.3,"Baird et al., 1994 (Ref. 606)",2011
Bryophyte,Hedwigia,ciliata,,0.3,"Bainard et al., 2010 (Ref. 5)",2010b
Angiosperm,Begonia,cucullata,,0.3,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Valerianella,echinata,2,0.3,"Hidalgo et al., 2010 (Ref. 638)",2012
Bryophyte,Hypnum,lindbergii,,0.3,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Leucaena,macrophylla,,0.31,"Hartman et al., 2000 (Ref. 425)",2005a
Angiosperm,Draba,lonchocarpa,2,0.31,"Grundt et al., 2005 (Ref. 505)",2011
Angiosperm,Prunus,angustifolia,2,0.31,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Rhamnus,alaternus,2,0.31,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Valerianella,vesicaria,2,0.31,"Hidalgo et al., 2010 (Ref. 638)",2012
Angiosperm,Campomanesia,laurifolia,2,0.31,"Ribeiro da Costa et al., 2008 (Ref. 651)",2012
Angiosperm,Cleome,hassleriana,,0.31,"Johnston et al., 2005 (Ref. 509)",2011
Bryophyte,Cratoneuron,commutatum,,0.31,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Rhoiacarpos,capensis,,0.31,"Hanson et al., 2001 (Ref. 379)",2005a
Angiosperm,Thlaspi,violascens,,0.31,"Peer et al., 2003 (Ref. 522)",2011
Angiosperm,Draba,altaica,,0.31,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Arabis,cenisia,2,0.31,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Peltaria,alliacea,2,0.31,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Rubus,lasiostylus,2,0.31,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Thlaspi,perfoliatum,2,0.31,"Peer et al., 2006 (Ref. 540)",2011
Angiosperm,Prunus,davidiana,2,0.31,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Begonia,listada,,0.31,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Begonia,soli-mutata,,0.31,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Vincetoxicum,hirundinaria,2,0.31,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Sisymbrium,orientale,,0.31,"Johnston et al., 2005 (Ref. 509)",2011
Angiosperm,Zostera,marina,2,0.32,"Hanson et al., 2003 (Ref. 380)",2005a
Angiosperm,Sedum,stoloniferum,2,0.32,"Hart et al., 1993 (Ref. 399)",2005a
Angiosperm,Draba,nivalis,2,0.32,"Grundt et al., 2005 (Ref. 505)",2011
Angiosperm,Thlaspi,tymphaeum,2,0.32,"Peer et al., 2006 (Ref. 540)",2011
Bryophyte,Dicranella,heteromalla,,0.32,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Eugenia,punicifolia,2,0.32,"Ribeiro da Costa et al., 2008 (Ref. 651)",2012
Bryophyte,Scapania,nemorea,,0.32,"Temsch et al., 2010 (Ref. 4)",2010a
Angiosperm,Eugenia,multicostata,2,0.32,"Ribeiro da Costa et al., 2008 (Ref. 651)",2012
Bryophyte,Aulacomnium,palustre,,0.32,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Thlaspi,rosulare,,0.32,"Peer et al., 2003 (Ref. 522)",2011
Angiosperm,Forsskaolea,angustifolia,2,0.32,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Veronica,cinerea,2,0.32,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Angiosperm,Thellungiella,sp.,2,0.32,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Tauscheria,lasiocarpa,2,0.32,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Frankenia,sp.,,0.32,"Hanson et al., 2005 (Ref. 612)",2011
Angiosperm,Echium,bonnetii,2,0.32,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Orthophytum,saxicola,2,0.32,"Ramírez-Morillo & Brown, 2001 (Ref. 571)",2011
Angiosperm,Prunus,cistena,2,0.32,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Begonia,luxuarians,,0.32,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Begonia,echinosepala,,0.32,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Sinningia,richii,2,0.32,"Zaitlin and Pierce, 2010 (Ref. 647)",2012
Angiosperm,Crucihimalaya,himalaica,,0.32,"Johnston et al., 2005 (Ref. 509)",2011
Angiosperm,Kirkia,acuminata,2,0.33,"Hanson et al., 2001 (Ref. 378)",2005a
Angiosperm,Acaena,magellanica,,0.33,"Bennett MD, Smith JB, Lewis Smith RI., 1982 (Ref. 105)",1982
Angiosperm,Ruta,chalepensis,,0.33,"Guerra M dos S., 1984 (Ref. 140)",1991
Angiosperm,Typha,latifolia,2,0.33,"Band, 1984 (Ref. 154)",1991
Angiosperm,Mentha,piperita,,0.33,"Olszewska and Osiecka, 1983 (Ref. 156)",1991
Angiosperm,Urtica,urens,,0.33,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Pistia,stratiotes,2,0.33,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Calathea,princeps,2,0.33,"Sharma and Mukhopadhyay, 1984 (Ref. 355)",2000
Angiosperm,Carex,laticeps,,0.33,"Nishikawa et al., 1984 (Ref. 357)",2000
Angiosperm,Carex,sendaica,,0.33,"Nishikawa et al., 1984 (Ref. 357)",2000
Angiosperm,Carex,pisiformis,,0.33,"Nishikawa et al., 1984 (Ref. 357)",2000
Angiosperm,Carex,shimidzensis,,0.33,"Nishikawa et al., 1984 (Ref. 357)",2000
Algae,Sargassum,echinocarpum,,0.33,"Kapraun, 2005 (Ref. 23)",2005
Angiosperm,Cochlearia,sempervivum,,0.33,"Peer et al., 2003 (Ref. 522)",2011
Angiosperm,Paliurus,spina-christi,2,0.33,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Bryophyte,Fissidens,taxifolius,,0.33,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Veronica,arvensis,2,0.33,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Angiosperm,Arabis,tibetica,2,0.33,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Wahlenbergia,lobelioides,2,0.33,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Prunus,mira,2,0.33,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Prunus,dulcis,2,0.33,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Prunus,domestica,,0.33,"Loureiro et al., 2007 (Ref. 563)",2011
Angiosperm,Lepidium,densiflorum,4,0.33,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Frangula,alnus,2,0.33,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Lemna,valdiviana,,0.33,"Wang et al., 2011 (Ref. 683)",2012
Angiosperm,Coriaria,myrtifolia,8,0.33,"Hanson et al., 2001 (Ref. 378)",2005a
Angiosperm,Medusagyne,oppositifolia,,0.33,"Hanson et al., 2005 (Ref. 612)",2011
Bryophyte,Tortella,tortuosa,,0.33,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Lepidium,virginicum,4,0.33,"Johnston et al., 2005 (Ref. 509)",2011
Angiosperm,Severinia,buxifolia,2,0.34,"Kayim et al., 1998 (Ref. 426)",2005a
Angiosperm,Thlaspi,oxyceras,,0.34,"Peer et al., 2003 (Ref. 522)",2011
Angiosperm,Utricularia,reniformis,,0.34,"Greilhuber et al., 2006 (Ref. 535)",2011
Angiosperm,Thlaspi,caerulescens,2,0.34,"Peer et al., 2006 (Ref. 540)",2011
Angiosperm,Hypericum,reflexum,2,0.34,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Prunus,besseyi,2,0.34,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Euonymus,verrucosus,2,0.34,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Bryophyte,Fissidens,sp.,,0.34,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Arabidopsis,pumila,,0.34,"Houben et al., 2003 (Ref. 518)",2011
Bryophyte,Anomodon,rostratus,,0.34,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Lawsonia,inermis,4,0.34,"Hanson et al., 2001 (Ref. 378)",2005a
Algae,Ulvaria,oxysperma,,0.34,"Kapraun, 2005 (Ref. 23)",2005
Angiosperm,Hypericum,glandulosum,2,0.34,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Begonia,tomentosa,,0.34,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Frangula,rupestris,,0.34,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Lagenaria,siceraria,2,0.34,"Achigan-Dako et al., 2008 (Ref. 583)",2011
Bryophyte,Scleropodium,purum,,0.34,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Sinningia,guttata,2,0.34,"Zaitlin and Pierce, 2010 (Ref. 647)",2012
Bryophyte,Calliergonella,cuspidata,,0.34,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Cucurbita,foetidissima,2,0.34,"Sisko et al., 2003 (Ref. 500)",2011
Bryophyte,Homalothecium,nitens,,0.34,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Trifolium,ligusticum,2,0.34,"Vizintin et al., 2006 (Ref. 534)",2011
Angiosperm,Rubus,ellipticus,2,0.35,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Rubus,lasiococcus,2,0.35,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Brachypodium,arbuscula,2,0.35,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Euphorbia,peplus,2,0.35,"Loureiro et al., 2007 (Ref. 563)",2011
Angiosperm,Herrania,albiflora,,0.35,"Argout et al., 2011 (Ref. 646)",2012
Bryophyte,Schistidium,apocarpum,,0.35,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Orthodicranum,flagellare,,0.35,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Homomallium,incurvatum,,0.35,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Juncus,scheuchzerioides,4,0.35,"Bennett MD, Smith JB, Lewis Smith RI., 1982 (Ref. 105)",1982
Angiosperm,Salix,elegantissima,,0.35,"Olszewska and Osiecka, 1984 (Ref. 157)",1991
Angiosperm,Bulnesia,sarmientoi,2,0.35,"Poggio and Hunziker, 1986 (Ref. 174)",1995
Angiosperm,Chloris,gayana,2,0.35,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Fallopia,dumetorum,2,0.35,"Bailey and Stace, 1992 (Ref. 213)",1995
Angiosperm,Prunus,avium,,0.35,"Arumuganathan and Earle, 1991 (Ref. 227)",1995
Angiosperm,Fragaria,moschata,6,0.35,"Antonius and Ahokas, 1996 (Ref. 339)",2000
Angiosperm,Oryza,brachyantha,2,0.35,"Uozu et al., 1997 (Ref. 351)",2000
Angiosperm,Calathea,zebrina,2,0.35,"Sharma and Mukhopadhyay, 1984 (Ref. 355)",2000
Angiosperm,Carex,curviollis,,0.35,"Nishikawa et al., 1984 (Ref. 357)",2000
Angiosperm,Casuarina,glauca,2,0.35,"Schwencke et al., 1998 (Ref. 452)",2005a
Angiosperm,Catunaregam,spinosa,,0.35,"Ohri, 2002 (Ref. 454)",2005a
Algae,Amphiroa,beauvoisii,,0.35,"Bailey and Kapraun, 2000 (Ref. 1)",2005
Algae,Lithothrix,aspergillum,,0.35,"Bailey and Kapraun, 2000 (Ref. 1)",2005
Algae,Cheilosporum,sagittatum,,0.35,"Bailey and Kapraun, 2000 (Ref. 1)",2005
Algae,Metagoniolithon,radiatum,,0.35,"Bailey and Kapraun, 2000 (Ref. 1)",2005
Algae,Ulva,curvata,,0.35,"Kapraun and Bailey, 1992 (Ref. 12)",2005
Algae,Blidingia,marginata,,0.35,"Kapraun and Bailey, 1992 (Ref. 12)",2005
Algae,Cymopolia,barbata,,0.35,"Kapraun and Buratti, 1998 (Ref. 13)",2005
Algae,Bryopsis,pennata,,0.35,"Kapraun and Shipley, 1990 (Ref. 22)",2005
Algae,Hinksia,mitchelliae,,0.35,"Kapraun, 2005 (Ref. 23)",2005
Algae,Zygnema,cylindricum,,0.35,"Kapraun, 2005 (Ref. 23)",2005
Algae,Erythrotrichia,carnea,,0.35,"Kapraun, 2005 (Ref. 23)",2005
Angiosperm,Chorispora,tenella,2,0.35,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Chrysochamela,velutina,,0.35,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Arabidopsis,suecica,4,0.35,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Olimarabidopsis,pumila,4,0.35,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Reseda,scoparia,,0.35,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Trifolium,lappaceum,2,0.35,"Vizintin et al., 2006 (Ref. 534)",2011
Angiosperm,Begonia,hispida,,0.35,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Begonia,metallica,,0.35,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Dioscorea,dumetorum,2,0.35,"Obidiegwu et al., 2009 (Ref. 633)",2012
Angiosperm,Prunus,mahaleb,2,0.35,"Siljak-Yakovlev et al., 2010 (Ref. 634)",2012
Angiosperm,Herrania,nitida,,0.35,"Argout et al., 2011 (Ref. 646)",2012
Angiosperm,Carex,scoparia,,0.35,"Chung et al., 2011 (Ref. 690)",2012
Pteridophyte,Selaginella,kraussiana,4,0.36,"Obermayer et al., 2002 (Ref. 9)",2002a
Angiosperm,Rubus,trivialis,2,0.36,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Stachyurus,praecox,,0.36,"Hanson et al., 2005 (Ref. 612)",2011
Angiosperm,Cryptanthus,schwackeanus,2,0.36,"Ramírez-Morillo & Brown, 2001 (Ref. 571)",2011
Bryophyte,Leskeella,nervosa,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Calliergon,stramineum,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Verbascum,chaixii,2,0.36,"Temsch et al., 2010 (Ref. 627)",2012
Angiosperm,Cucurbita,lundelliana,2,0.36,"Sisko et al., 2003 (Ref. 500)",2011
Bryophyte,Fissidens,dubius,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Hypnum,jutlandicum,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Trifolium,variegatum,2,0.36,"Vizintin et al., 2006 (Ref. 534)",2011
Bryophyte,Campylium,chrysophyllum,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Micromeria,hyssopifolia,,0.36,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Veronica,filiformis,2,0.36,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Angiosperm,Arabis,procurrens,,0.36,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Sisymbrella,dentata,,0.36,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Sisymbrium,austriacum,2,0.36,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Cardamine,chelidonia,4,0.36,"Kubesová et al., 2010 (Ref. 630)",2012
Bryophyte,Abietinella,abietina,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Radula,complanata (x),,0.36,"Temsch et al., 2010 (Ref. 4)",2010a
Bryophyte,Thuidium,recognitum,,0.36,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Cucurbita,ecuadorensis,2,0.36,"Sisko et al., 2003 (Ref. 500)",2011
Angiosperm,Brachypodium,distachyon,2,0.36,"Hanson et al., 2002 (Ref. 465)",2005a
Angiosperm,Voacanga,grandifolia,,0.37,"Ohri, 2002 (Ref. 454)",2005a
Angiosperm,Rubus,canescens,2,0.37,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Ficus,carica,,0.37,"Loureiro et al., 2007 (Ref. 563)",2011
Bryophyte,Monosolenium,tenerum,,0.37,"Temsch et al., 2010 (Ref. 4)",2010a
Angiosperm,Theobroma,microcarpum,,0.37,"Argout et al., 2011 (Ref. 646)",2012
Angiosperm,Sinningia,pusilla,2,0.37,"Zaitlin and Pierce, 2010 (Ref. 647)",2012
Angiosperm,Oxalis,corymbosa,,0.37,"Vesely et al., 2011 (Ref. 675)",2012
Bryophyte,Campylium,stellatum,,0.37,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Pseudoleskella,catenulata,,0.37,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Cucurbita,okeechobeensis,2,0.37,"Sisko et al., 2003 (Ref. 500)",2011
Bryophyte,Scapania,aequiloba,,0.37,"Temsch et al., 2010 (Ref. 4)",2010a
Angiosperm,Spirodela,punctata,2,0.37,"Geber, 1989 (Ref. 400)",2005a
Angiosperm,Micromeria,lachnophylla,,0.37,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Lepidium,apetalum,4,0.37,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Boreava,orientalis,2,0.37,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Phyllis,nobla,2,0.37,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Deuterocohnia,longipetala,,0.37,"Ebert & Till, 1997 (Ref. 575)",2011
Angiosperm,Mimulus,guttatus,4,0.37,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Chenopodium,pumilio,2,0.37,"Kubesová et al., 2010 (Ref. 630)",2012
Angiosperm,Trifolium,campestre,2,0.37,"Vizintin et al., 2006 (Ref. 534)",2011
Bryophyte,Rhytidium,rugosum,,0.37,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Brachypodium,rupestre,2,0.37,"Wolny and Hasterok, 2009 (Ref. 629)",2012
Bryophyte,Thuidium,delicatulum,,0.37,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Hildebrandtiella,guyanensis,,0.37,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Cucurbita,argyrosperma,2,0.37,"Sisko et al., 2003 (Ref. 500)",2011
Angiosperm,Carica,papaya,2,0.38,"Bennett et al., 1976 (Ref. 108)",1991
Angiosperm,Acer,carpinifolium,4,0.38,"Olszewska and Osiecka, 1984 (Ref. 157)",1991
Angiosperm,Lablab,niger,2,0.38,"Bennett and Smith, 1976 (Ref. 2)",1976
Angiosperm,Sinapis,arvensis,2,0.38,"Arumuganathan and Earle, 1991 (Ref. 227)",1995
Angiosperm,Rubus,odoratus,2,0.38,"Dickson et al., 1992 (Ref. 262)",1995
Angiosperm,Rhodotypos,scandens,2,0.38,"Dickson et al., 1992 (Ref. 262)",1995
Angiosperm,Eriophorum,vaginatum,,0.38,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Calathea,clossoni,2,0.38,"Sharma and Mukhopadhyay, 1984 (Ref. 355)",2000
Angiosperm,Calathea,picturata,2,0.38,"Sharma and Mukhopadhyay, 1984 (Ref. 355)",2000
Angiosperm,Calathea,bachemiana,2,0.38,"Sharma and Mukhopadhyay, 1984 (Ref. 355)",2000
Angiosperm,Maranta,arundinacea,4,0.38,"Sharma and Mukhopadhyay, 1984 (Ref. 355)",2000
Angiosperm,Citrus,aurantium,2,0.38,"Ollitrault et al., 1994 (Ref. 358)",2000
Angiosperm,Citrus,aurantifolia,2,0.38,"Ollitrault et al., 1994 (Ref. 358)",2000
Angiosperm,Kedrostis,africana,,0.38,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",1982
Bryophyte,Platygyrium,repens,,0.38,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Gymnostoma,deplancheana,2,0.38,"Schwencke et al., 1998 (Ref. 452)",2005a
Algae,Neogoniolithon,spectabile,,0.38,"Bailey and Kapraun, 2000 (Ref. 1)",2005
Algae,Anotrichium,multiramosum,,0.38,"Kapraun, 2005 (Ref. 23)",2005
Angiosperm,Micromeria,varia,,0.38,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Rubus,sanctus,2,0.38,"Meng & Finn, 2002 (Ref. 600)",2011
Angiosperm,Cryptanthus,bahianus,2,0.38,"Ramírez-Morillo & Brown, 2001 (Ref. 571)",2011
Angiosperm,Prunus,fenzliana,2,0.38,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Billbergia,nutans,2,0.38,"Ramírez-Morillo & Brown, 2001 (Ref. 571)",2011
Angiosperm,Caulanthus,amplexicaulis,,0.38,"Johnston et al., 2005 (Ref. 509)",2011
Bryophyte,Thuidium,delicatulum,,0.38,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Trifolium,aureum,2,0.38,"Vizintin et al., 2006 (Ref. 534)",2011
Bryophyte,Antitrichia,californica,,0.38,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Micromeria,herpyllomorpha,,0.38,"Suda et al., 2003 (Ref. 477)",2011
Angiosperm,Veronica,armena,2,0.38,"Albach & Greilhuber, 2003 (Ref. 478)",2011
Angiosperm,Arabis,alpina,2,0.38,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Heliophila,amplexicaulis,,0.38,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Pseudoturritis,turrita,2,0.38,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Brocchinia,acuminata,,0.38,"Ebert & Till, 1997 (Ref. 575)",2011
Angiosperm,Trifolium,striatum,2,0.38,"Vizintin et al., 2006 (Ref. 534)",2011
Angiosperm,Begonia,schmidtiana,,0.38,"Dewitte et al., 2009 (Ref. 618)",2012
Angiosperm,Herrania,kanukensis,,0.38,"Argout et al., 2011 (Ref. 646)",2012
Angiosperm,Nasturtium,officinale,4,0.38,"Morozowska et al., 2010 (Ref. 663)",2012
Angiosperm,Wolffia,australiana,,0.38,"Wang et al., 2011 (Ref. 683)",2012
Angiosperm,Sinningia,tubiflora,2,0.38,"Zaitlin and Pierce, 2010 (Ref. 647)",2012
Bryophyte,Rhynchostegium,riparioides,,0.38,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Sinningia,marocphylla,2,0.38,"Zaitlin and Pierce, 2010 (Ref. 647)",2012
Angiosperm,Guillenia,lasiophyllum,,0.38,"Johnston et al., 2005 (Ref. 509)",2011
Bryophyte,Anomodon,longifolius,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Poncirus,trifoliata,2,0.39,"Kayim et al., 1998 (Ref. 426)",2005a
Angiosperm,Eucalyptus,citriodora,2,0.39,"Grattapaglia & Bradshaw, 1994 (Ref. 516)",2011
Angiosperm,Prunus,webbii,2,0.39,"Baird et al., 1994 (Ref. 606)",2011
Angiosperm,Trifolium,arvense,2,0.39,"Vizintin et al., 2006 (Ref. 534)",2011
Angiosperm,Cucurbita,pedatifolia,2,0.39,"Sisko et al., 2003 (Ref. 500)",2011
Bryophyte,Thuidium,delicatulum,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Thuidium,philbertii,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Eurhynchium,praelongum,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Bryoandersonia,illecebra,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Tortula,ruralis,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Arabidopsis,arenosa,4,0.39,"Lysák et al., 2009 (Ref. 599)",2011
Angiosperm,Marcetella,moquiniana,4,0.39,"Suda et al., 2005 (Ref. 552)",2011
Angiosperm,Brocchinia,tatei,,0.39,"Ebert & Till, 1997 (Ref. 575)",2011
Bryophyte,Ceratodon,purpureus,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Prionodon,densus,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Hylocomium,splendens,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Sphagnum,denticulatum,,0.39,"Temsch et al., 1998 (Ref. 2)",1998
Angiosperm,Trifolium,glomeratum,2,0.39,"Vizintin et al., 2006 (Ref. 534)",2011
Angiosperm,Azadirachta,indica,,0.39,"Ohri, 2002 (Ref. 454)",2005a
Angiosperm,Mentha,longifolia,2,0.39,"Hanson et al., 2002 (Ref. 465)",2005a
Bryophyte,Ptilium,crista-castrensis,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Entodon,seductrix,,0.39,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Trifolium,nigrescens,2,0.39,"Vizintin et al., 2006 (Ref. 534)",2011
Bryophyte,Sphagnum,platyphyllum,,0.4,"Temsch et al., 1998 (Ref. 2)",1998
Angiosperm,Salix,triandra,2,0.4,"Thibault, 1998 (Ref. 385)",2005a
Angiosperm,Citrus,volkameriana,2,0.4,"Kayim et al., 1998 (Ref. 426)",2005a
Bryophyte,Hypnum,lacunosum,,0.4,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Ctenidium,malacodes,,0.4,"Voglmayr H, 2010 (Ref. 1)",2000
Bryophyte,Nardia,scalaris,,0.4,"Temsch et al., 2010 (Ref. 4)",2010a
Angiosperm,Arabidopsis,wallichii,,0.4,"Houben et al., 2003 (Ref. 518)",2011
Bryophyte,Ctenidium,molluscum,,0.4,"Voglmayr H, 2010 (Ref. 1)",2000
Angiosperm,Carex,pulicaris,,0.4,"Grime et al., 1985 (Ref. 133)",1991
Angiosperm,Chamerion,angustifolium,2,0.4,"Mowforth, 1986 (Ref. 158)",1991
Angiosperm,Scorpiurus,vermiculatus,2,0.4,"Bennett and Smith, 1987 (Ref. 164)",1995
Angiosperm,Agropyron,smithii,,0.4,"Galbraith et al., 1983 (Ref. 240)",1995
Angiosperm,Potentilla,fruticosa,,0.4,"Dickson et al., 1992 (Ref. 262)",1995
Angiosperm,Scirpus,tabernaemontani,,0.4,"Baum et al., 1989 (Ref. 269-D)",1995
Angiosperm,Acorus,gramineus,,0.4,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Freycinetia,multiflora,,0.4,"Bharathan et al., 1994 (Ref. 272)",1997
Angiosperm,Leontodon,longirostris,,0.4,"Marañón and Grubb, 1993 (Ref. 274)",1997
Angiosperm,Prosopis,flexusa,2,0.4,"Bukhari, 1997 (Ref. 320)",2000
Angiosperm,Fragaria,virginiana,8,0.4,"Antonius and Ahokas, 1996 (Ref. 339)",2000
Angiosperm,Rosa,sericea,2,0.4,"Yokoya et al., 2000 (Ref. 346)",2000
Angiosperm,Rosa,xanthina,2,0.4,"Yokoya et al., 2000 (Ref. 346)",2000
